democrat handicapped-infants=n water-project-cost-sharing=y adoption-of-the-budget-resolution=y physician-fee-freeze=n el-salvador-aid=y religious-groups-in-schools=y anti-satellite-test-ban=y aid-to-nicaraguan-contras=n mx-missile=n immigration=n synfuels-corporation-cutback=y education-spending=y superfund-right-to-sue=y crime=y duty-free-exports=n export-administration-act-south-africa=y
republican handicapped-infants=n water-project-cost-sharing=y adoption-of-the-budget-resolution=n physician-fee-freeze=y el-salvador-aid=y religious-groups-in-schools=y anti-satellite-test-ban=y aid-to-nicaraguan-contras=n mx-missile=n immigration=n synfuels-corporation-cutback=n education-spending=y superfund-right-to-sue=y crime=y duty-free-exports=n export-administration-act-south-africa=y
democrat handicapped-infants=y water-project-cost-sharing=y adoption-of-the-budget-resolution=n physician-fee-freeze=n el-salvador-aid=y religious-groups-in-schools=y anti-satellite-test-ban=n aid-to-nicaraguan-contras=n mx-missile=n immigration=y synfuels-corporation-cutback=y education-spending=y superfund-right-to-sue=y crime=y duty-free-exports=n export-administration-act-south-africa=?
democrat handicapped-infants=n water-project-cost-sharing=y adoption-of-the-budget-resolution=y physician-fee-freeze=n el-salvador-aid=n religious-groups-in-schools=y anti-satellite-test-ban=y aid-to-nicaraguan-contras=y mx-missile=y immigration=y synfuels-corporation-cutback=y education-spending=n superfund-right-to-sue=y crime=n duty-free-exports=y export-administration-act-south-africa=?
republican handicapped-infants=y water-project-cost-sharing=n adoption-of-the-budget-resolution=y physician-fee-freeze=y el-salvador-aid=y religious-groups-in-schools=y anti-satellite-test-ban=y aid-to-nicaraguan-contras=y mx-missile=n immigration=y synfuels-corporation-cutback=n education-spending=y superfund-right-to-sue=n crime=y duty-free-exports=y export-administration-act-south-africa=y
republican handicapped-infants=y water-project-cost-sharing=n adoption-of-the-budget-resolution=y physician-fee-freeze=y el-salvador-aid=y religious-groups-in-schools=y anti-satellite-test-ban=y aid-to-nicaraguan-contras=y mx-missile=n immigration=y synfuels-corporation-cutback=y education-spending=y superfund-right-to-sue=n crime=y duty-free-exports=y export-administration-act-south-africa=y
democrat handicapped-infants=n water-project-cost-sharing=n adoption-of-the-budget-resolution=y physician-fee-freeze=y el-salvador-aid=y religious-groups-in-schools=y anti-satellite-test-ban=n aid-to-nicaraguan-contras=n mx-missile=y immigration=n synfuels-corporation-cutback=n education-spending=n superfund-right-to-sue=y crime=y duty-free-exports=y export-administration-act-south-africa=?
democrat handicapped-infants=y water-project-cost-sharing=n adoption-of-the-budget-resolution=y physician-fee-freeze=n el-salvador-aid=n religious-groups-in-schools=n anti-satellite-test-ban=y aid-to-nicaraguan-contras=y mx-missile=y immigration=y synfuels-corporation-cutback=y education-spending=n superfund-right-to-sue=n crime=y duty-free-exports=n export-administration-act-south-africa=y
democrat handicapped-infants=y water-project-cost-sharing=n adoption-of-the-budget-resolution=y physician-fee-freeze=n el-salvador-aid=n religious-groups-in-schools=n anti-satellite-test-ban=? aid-to-nicaraguan-contras=y mx-missile=y immigration=? synfuels-corporation-cutback=n education-spending=n superfund-right-to-sue=n crime=n duty-free-exports=y export-administration-act-south-africa=?
republican handicapped-infants=n water-project-cost-sharing=? adoption-of-the-budget-resolution=n physician-fee-freeze=y el-salvador-aid=y religious-groups-in-schools=y anti-satellite-test-ban=n aid-to-nicaraguan-contras=n mx-missile=n immigration=y synfuels-corporation-cutback=n education-spending=y superfund-right-to-sue=y crime=y duty-free-exports=n export-administration-act-south-africa=y
democrat handicapped-infants=n water-project-cost-sharing=y adoption-of-the-budget-resolution=y physician-fee-freeze=n el-salvador-aid=n religious-groups-in-schools=n anti-satellite-test-ban=y aid-to-nicaraguan-contras=y mx-missile=y immigration=y synfuels-corporation-cutback=n education-spending=n superfund-right-to-sue=? crime=n duty-free-exports=y export-administration-act-south-africa=y
democrat handicapped-infants=n water-project-cost-sharing=n adoption-of-the-budget-resolution=n physician-fee-freeze=n el-salvador-aid=y religious-groups-in-schools=y anti-satellite-test-ban=n aid-to-nicaraguan-contras=n mx-missile=n immigration=y synfuels-corporation-cutback=y education-spending=y superfund-right-to-sue=y crime=y duty-free-exports=n export-administration-act-south-africa=y
democrat handicapped-infants=y water-project-cost-sharing=? adoption-of-the-budget-resolution=y physician-fee-freeze=n el-salvador-aid=n religious-groups-in-schools=n anti-satellite-test-ban=y aid-to-nicaraguan-contras=y mx-missile=y immigration=n synfuels-corporation-cutback=n education-spending=n superfund-right-to-sue=n crime=n duty-free-exports=y export-administration-act-south-africa=?
democrat handicapped-infants=n water-project-cost-sharing=y adoption-of-the-budget-resolution=y physician-fee-freeze=n el-salvador-aid=n religious-groups-in-schools=n anti-satellite-test-ban=y aid-to-nicaraguan-contras=y mx-missile=y immigration=y synfuels-corporation-cutback=n education-spending=n superfund-right-to-sue=n crime=n duty-free-exports=y export-administration-act-south-africa=y
republican handicapped-infants=n water-project-cost-sharing=n adoption-of-the-budget-resolution=y physician-fee-freeze=y el-salvador-aid=n religious-groups-in-schools=n anti-satellite-test-ban=y aid-to-nicaraguan-contras=y mx-missile=y immigration=y synfuels-corporation-cutback=n education-spending=n superfund-right-to-sue=n crime=y duty-free-exports=y export-administration-act-south-africa=y
democrat handicapped-infants=n water-project-cost-sharing=n adoption-of-the-budget-resolution=y physician-fee-freeze=n el-salvador-aid=n religious-groups-in-schools=n anti-satellite-test-ban=y aid-to-nicaraguan-contras=y mx-missile=y immigration=y synfuels-corporation-cutback=y education-spending=? superfund-right-to-sue=n crime=n duty-free-exports=y export-administration-act-south-africa=y
democrat handicapped-infants=? water-project-cost-sharing=n adoption-of-the-budget-resolution=y physician-fee-freeze=n el-salvador-aid=n religious-groups-in-schools=n anti-satellite-test-ban=y aid-to-nicaraguan-contras=y mx-missile=y immigration=y synfuels-corporation-cutback=y education-spending=? superfund-right-to-sue=n crime=n duty-free-exports=y export-administration-act-south-africa=?
democrat handicapped-infants=y water-project-cost-sharing=n adoption-of-the-budget-resolution=y physician-fee-freeze=n el-salvador-aid=n religious-groups-in-schools=n anti-satellite-test-ban=y aid-to-nicaraguan-contras=y mx-missile=y immigration=y synfuels-corporation-cutback=n education-spending=n superfund-right-to-sue=n crime=n duty-free-exports=y export-administration-act-south-africa=y
democrat handicapped-infants=? water-project-cost-sharing=? adoption-of-the-budget-resolution=y physician-fee-freeze=n el-salvador-aid=n religious-groups-in-schools=n anti-satellite-test-ban=y aid-to-nicaraguan-contras=y mx-missile=y immigration=? synfuels-corporation-cutback=? education-spending=n superfund-right-to-sue=n crime=n duty-free-exports=? export-administration-act-south-africa=?
democrat handicapped-infants=n water-project-cost-sharing=n adoption-of-the-budget-resolution=y physician-fee-freeze=n el-salvador-aid=n religious-groups-in-schools=n anti-satellite-test-ban=y aid-to-nicaraguan-contras=y mx-missile=y immigration=y synfuels-corporation-cutback=y education-spending=n superfund-right-to-sue=n crime=n duty-free-exports=y export-administration-act-south-africa=y
democrat handicapped-infants=y water-project-cost-sharing=? adoption-of-the-budget-resolution=y physician-fee-freeze=n el-salvador-aid=n religious-groups-in-schools=n anti-satellite-test-ban=y aid-to-nicaraguan-contras=y mx-missile=y immigration=n synfuels-corporation-cutback=n education-spending=n superfund-right-to-sue=n crime=n duty-free-exports=y export-administration-act-south-africa=y
democrat handicapped-infants=? water-project-cost-sharing=? adoption-of-the-budget-resolution=? physician-fee-freeze=? el-salvador-aid=? religious-groups-in-schools=? anti-satellite-test-ban=? aid-to-nicaraguan-contras=? mx-missile=y immigration=? synfuels-corporation-cutback=? education-spending=? superfund-right-to-sue=? crime=? duty-free-exports=? export-administration-act-south-africa=?
democrat handicapped-infants=n water-project-cost-sharing=n adoption-of-the-budget-resolution=y physician-fee-freeze=n el-salvador-aid=n religious-groups-in-schools=n anti-satellite-test-ban=y aid-to-nicaraguan-contras=y mx-missile=y immigration=y synfuels-corporation-cutback=y education-spending=n superfund-right-to-sue=n crime=n duty-free-exports=y export-administration-act-south-africa=y
democrat handicapped-infants=y water-project-cost-sharing=n adoption-of-the-budget-resolution=y physician-fee-freeze=n el-salvador-aid=n religious-groups-in-schools=n anti-satellite-test-ban=y aid-to-nicaraguan-contras=y mx-missile=y immigration=y synfuels-corporation-cutback=n education-spending=? superfund-right-to-sue=n crime=n duty-free-exports=y export-administration-act-south-africa=y
democrat handicapped-infants=n water-project-cost-sharing=y adoption-of-the-budget-resolution=y physician-fee-freeze=n el-salvador-aid=n religious-groups-in-schools=n anti-satellite-test-ban=y aid-to-nicaraguan-contras=y mx-missile=y immigration=y synfuels-corporation-cutback=y education-spending=n superfund-right-to-sue=n crime=n duty-free-exports=y export-administration-act-south-africa=y
democrat handicapped-infants=y water-project-cost-sharing=n adoption-of-the-budget-resolution=y physician-fee-freeze=n el-salvador-aid=n religious-groups-in-schools=n anti-satellite-test-ban=y aid-to-nicaraguan-contras=y mx-missile=y immigration=n synfuels-corporation-cutback=n education-spending=n superfund-right-to-sue=n crime=n duty-free-exports=y export-administration-act-south-africa=?
republican handicapped-infants=y water-project-cost-sharing=? adoption-of-the-budget-resolution=n physician-fee-freeze=y el-salvador-aid=y religious-groups-in-schools=y anti-satellite-test-ban=y aid-to-nicaraguan-contras=y mx-missile=n immigration=n synfuels-corporation-cutback=n education-spending=y superfund-right-to-sue=? crime=y duty-free-exports=? export-administration-act-south-africa=?
democrat handicapped-infants=y water-project-cost-sharing=n adoption-of-the-budget-resolution=y physician-fee-freeze=n el-salvador-aid=n religious-groups-in-schools=n anti-satellite-test-ban=y aid-to-nicaraguan-contras=y mx-missile=y immigration=n synfuels-corporation-cutback=n education-spending=n superfund-right-to-sue=n crime=n duty-free-exports=y export-administration-act-south-africa=y
republican handicapped-infants=n water-project-cost-sharing=? adoption-of-the-budget-resolution=n physician-fee-freeze=y el-salvador-aid=y religious-groups-in-schools=y anti-satellite-test-ban=n aid-to-nicaraguan-contras=n mx-missile=n immigration=n synfuels-corporation-cutback=n education-spending=y superfund-right-to-sue=y crime=y duty-free-exports=n export-administration-act-south-africa=?
republican handicapped-infants=n water-project-cost-sharing=y adoption-of-the-budget-resolution=n physician-fee-freeze=y el-salvador-aid=y religious-groups-in-schools=y anti-satellite-test-ban=n aid-to-nicaraguan-contras=? mx-missile=n immigration=y synfuels-corporation-cutback=n education-spending=y superfund-right-to-sue=y crime=y duty-free-exports=n export-administration-act-south-africa=?
democrat handicapped-infants=n water-project-cost-sharing=n adoption-of-the-budget-resolution=n physician-fee-freeze=n el-salvador-aid=n religious-groups-in-schools=y anti-satellite-test-ban=y aid-to-nicaraguan-contras=y mx-missile=y immigration=n synfuels-corporation-cutback=y education-spending=n superfund-right-to-sue=n crime=y duty-free-exports=y export-administration-act-south-africa=y
democrat handicapped-infants=n water-project-cost-sharing=n adoption-of-the-budget-resolution=y physician-fee-freeze=n el-salvador-aid=n religious-groups-in-schools=n anti-satellite-test-ban=y aid-to-nicaraguan-contras=y mx-missile=y immigration=n synfuels-corporation-cutback=n education-spending=n superfund-right-to-sue=n crime=n duty-free-exports=y export-administration-act-south-africa=y
democrat handicapped-infants=n water-project-cost-sharing=n adoption-of-the-budget-resolution=y physician-fee-freeze=n el-salvador-aid=n religious-groups-in-schools=y anti-satellite-test-ban=y aid-to-nicaraguan-contras=? mx-missile=y immigration=y synfuels-corporation-cutback=y education-spending=n superfund-right-to-sue=n crime=n duty-free-exports=y export-administration-act-south-africa=y
republican handicapped-infants=n water-project-cost-sharing=n adoption-of-the-budget-resolution=n physician-fee-freeze=y el-salvador-aid=y religious-groups-in-schools=y anti-satellite-test-ban=n aid-to-nicaraguan-contras=n mx-missile=n immigration=n synfuels-corporation-cutback=n education-spending=y superfund-right-to-sue=y crime=y duty-free-exports=n export-administration-act-south-africa=?
democrat handicapped-infants=n water-project-cost-sharing=n adoption-of-the-budget-resolution=y physician-fee-freeze=n el-salvador-aid=n religious-groups-in-schools=y anti-satellite-test-ban=y aid-to-nicaraguan-contras=y mx-missile=y immigration=n synfuels-corporation-cutback=y education-spending=y superfund-right-to-sue=n crime=y duty-free-exports=y export-administration-act-south-africa=?
republican handicapped-infants=n water-project-cost-sharing=? adoption-of-the-budget-resolution=y physician-fee-freeze=y el-salvador-aid=y religious-groups-in-schools=y anti-satellite-test-ban=n aid-to-nicaraguan-contras=n mx-missile=n immigration=y synfuels-corporation-cutback=n education-spending=n superfund-right-to-sue=n crime=y duty-free-exports=n export-administration-act-south-africa=y
democrat handicapped-infants=n water-project-cost-sharing=n adoption-of-the-budget-resolution=y physician-fee-freeze=n el-salvador-aid=n religious-groups-in-schools=n anti-satellite-test-ban=y aid-to-nicaraguan-contras=y mx-missile=y immigration=y synfuels-corporation-cutback=y education-spending=n superfund-right-to-sue=? crime=n duty-free-exports=y export-administration-act-south-africa=?
democrat handicapped-infants=y water-project-cost-sharing=y adoption-of-the-budget-resolution=n physician-fee-freeze=n el-salvador-aid=n religious-groups-in-schools=n anti-satellite-test-ban=y aid-to-nicaraguan-contras=y mx-missile=? immigration=n synfuels-corporation-cutback=y education-spending=n superfund-right-to-sue=n crime=n duty-free-exports=y export-administration-act-south-africa=?
democrat handicapped-infants=n water-project-cost-sharing=n adoption-of-the-budget-resolution=y physician-fee-freeze=n el-salvador-aid=n religious-groups-in-schools=n anti-satellite-test-ban=y aid-to-nicaraguan-contras=y mx-missile=y immigration=n synfuels-corporation-cutback=n education-spending=n superfund-right-to-sue=n crime=y duty-free-exports=y export-administration-act-south-africa=y
democrat handicapped-infants=y water-project-cost-sharing=y adoption-of-the-budget-resolution=y physician-fee-freeze=n el-salvador-aid=n religious-groups-in-schools=n anti-satellite-test-ban=y aid-to-nicaraguan-contras=y mx-missile=y immigration=n synfuels-corporation-cutback=n education-spending=n superfund-right-to-sue=n crime=n duty-free-exports=y export-administration-act-south-africa=y
democrat handicapped-infants=y water-project-cost-sharing=n adoption-of-the-budget-resolution=y physician-fee-freeze=n el-salvador-aid=n religious-groups-in-schools=y anti-satellite-test-ban=y aid-to-nicaraguan-contras=y mx-missile=y immigration=y synfuels-corporation-cutback=y education-spending=n superfund-right-to-sue=n crime=n duty-free-exports=y export-administration-act-south-africa=y
democrat handicapped-infants=y water-project-cost-sharing=n adoption-of-the-budget-resolution=y physician-fee-freeze=n el-salvador-aid=n religious-groups-in-schools=n anti-satellite-test-ban=y aid-to-nicaraguan-contras=y mx-missile=y immigration=y synfuels-corporation-cutback=n education-spending=n superfund-right-to-sue=n crime=n duty-free-exports=y export-administration-act-south-africa=y
republican handicapped-infants=n water-project-cost-sharing=n adoption-of-the-budget-resolution=y physician-fee-freeze=y el-salvador-aid=y religious-groups-in-schools=y anti-satellite-test-ban=y aid-to-nicaraguan-contras=n mx-missile=n immigration=n synfuels-corporation-cutback=n education-spending=y superfund-right-to-sue=y crime=y duty-free-exports=n export-administration-act-south-africa=y
democrat handicapped-infants=n water-project-cost-sharing=n adoption-of-the-budget-resolution=y physician-fee-freeze=n el-salvador-aid=n religious-groups-in-schools=y anti-satellite-test-ban=y aid-to-nicaraguan-contras=y mx-missile=y immigration=y synfuels-corporation-cutback=n education-spending=y superfund-right-to-sue=n crime=n duty-free-exports=n export-administration-act-south-africa=y
republican handicapped-infants=n water-project-cost-sharing=n adoption-of-the-budget-resolution=n physician-fee-freeze=y el-salvador-aid=y religious-groups-in-schools=y anti-satellite-test-ban=n aid-to-nicaraguan-contras=n mx-missile=n immigration=y synfuels-corporation-cutback=n education-spending=y superfund-right-to-sue=n crime=y duty-free-exports=n export-administration-act-south-africa=y
republican handicapped-infants=y water-project-cost-sharing=? adoption-of-the-budget-resolution=n physician-fee-freeze=y el-salvador-aid=y religious-groups-in-schools=y anti-satellite-test-ban=y aid-to-nicaraguan-contras=n mx-missile=n immigration=y synfuels-corporation-cutback=n education-spending=y superfund-right-to-sue=y crime=y duty-free-exports=n export-administration-act-south-africa=y
democrat handicapped-infants=n water-project-cost-sharing=n adoption-of-the-budget-resolution=y physician-fee-freeze=n el-salvador-aid=n religious-groups-in-schools=n anti-satellite-test-ban=y aid-to-nicaraguan-contras=y mx-missile=y immigration=n synfuels-corporation-cutback=n education-spending=? superfund-right-to-sue=n crime=n duty-free-exports=y export-administration-act-south-africa=y
democrat handicapped-infants=y water-project-cost-sharing=y adoption-of-the-budget-resolution=y physician-fee-freeze=n el-salvador-aid=n religious-groups-in-schools=n anti-satellite-test-ban=y aid-to-nicaraguan-contras=y mx-missile=y immigration=y synfuels-corporation-cutback=y education-spending=n superfund-right-to-sue=n crime=n duty-free-exports=n export-administration-act-south-africa=y
democrat handicapped-infants=n water-project-cost-sharing=n adoption-of-the-budget-resolution=y physician-fee-freeze=n el-salvador-aid=n religious-groups-in-schools=y anti-satellite-test-ban=y aid-to-nicaraguan-contras=y mx-missile=y immigration=n synfuels-corporation-cutback=n education-spending=n superfund-right-to-sue=n crime=n duty-free-exports=y export-administration-act-south-africa=y
republican handicapped-infants=n water-project-cost-sharing=y adoption-of-the-budget-resolution=n physician-fee-freeze=y el-salvador-aid=y religious-groups-in-schools=y anti-satellite-test-ban=n aid-to-nicaraguan-contras=n mx-missile=n immigration=y synfuels-corporation-cutback=n education-spending=y superfund-right-to-sue=y crime=y duty-free-exports=n export-administration-act-south-africa=y
democrat handicapped-infants=n water-project-cost-sharing=n adoption-of-the-budget-resolution=y physician-fee-freeze=n el-salvador-aid=n religious-groups-in-schools=n anti-satellite-test-ban=y aid-to-nicaraguan-contras=y mx-missile=y immigration=n synfuels-corporation-cutback=y education-spending=n superfund-right-to-sue=n crime=n duty-free-exports=y export-administration-act-south-africa=y
democrat handicapped-infants=n water-project-cost-sharing=y adoption-of-the-budget-resolution=y physician-fee-freeze=n el-salvador-aid=n religious-groups-in-schools=y anti-satellite-test-ban=n aid-to-nicaraguan-contras=y mx-missile=y immigration=n synfuels-corporation-cutback=y education-spending=n superfund-right-to-sue=y crime=n duty-free-exports=y export-administration-act-south-africa=y
republican handicapped-infants=y water-project-cost-sharing=y adoption-of-the-budget-resolution=n physician-fee-freeze=y el-salvador-aid=y religious-groups-in-schools=y anti-satellite-test-ban=n aid-to-nicaraguan-contras=n mx-missile=n immigration=y synfuels-corporation-cutback=n education-spending=y superfund-right-to-sue=y crime=y duty-free-exports=n export-administration-act-south-africa=y
democrat handicapped-infants=n water-project-cost-sharing=y adoption-of-the-budget-resolution=y physician-fee-freeze=y el-salvador-aid=y religious-groups-in-schools=y anti-satellite-test-ban=n aid-to-nicaraguan-contras=n mx-missile=n immigration=y synfuels-corporation-cutback=y education-spending=y superfund-right-to-sue=y crime=y duty-free-exports=y export-administration-act-south-africa=?
democrat handicapped-infants=y water-project-cost-sharing=y adoption-of-the-budget-resolution=y physician-fee-freeze=n el-salvador-aid=y religious-groups-in-schools=y anti-satellite-test-ban=n aid-to-nicaraguan-contras=n mx-missile=? immigration=y synfuels-corporation-cutback=n education-spending=n superfund-right-to-sue=n crime=y duty-free-exports=y export-administration-act-south-africa=?
republican handicapped-infants=n water-project-cost-sharing=y adoption-of-the-budget-resolution=n physician-fee-freeze=y el-salvador-aid=y religious-groups-in-schools=y anti-satellite-test-ban=n aid-to-nicaraguan-contras=n mx-missile=n immigration=y synfuels-corporation-cutback=n education-spending=y superfund-right-to-sue=y crime=y duty-free-exports=n export-administration-act-south-africa=n
democrat handicapped-infants=y water-project-cost-sharing=? adoption-of-the-budget-resolution=y physician-fee-freeze=n el-salvador-aid=n religious-groups-in-schools=n anti-satellite-test-ban=y aid-to-nicaraguan-contras=y mx-missile=y immigration=n synfuels-corporation-cutback=? education-spending=n superfund-right-to-sue=n crime=n duty-free-exports=y export-administration-act-south-africa=?
democrat handicapped-infants=n water-project-cost-sharing=y adoption-of-the-budget-resolution=y physician-fee-freeze=n el-salvador-aid=n religious-groups-in-schools=n anti-satellite-test-ban=n aid-to-nicaraguan-contras=y mx-missile=y immigration=n synfuels-corporation-cutback=y education-spending=n superfund-right-to-sue=n crime=y duty-free-exports=y export-administration-act-south-africa=y
democrat handicapped-infants=n water-project-cost-sharing=n adoption-of-the-budget-resolution=y physician-fee-freeze=n el-salvador-aid=n religious-groups-in-schools=n anti-satellite-test-ban=y aid-to-nicaraguan-contras=y mx-missile=y immigration=n synfuels-corporation-cutback=n education-spending=n superfund-right-to-sue=n crime=n duty-free-exports=y export-administration-act-south-africa=?
democrat handicapped-infants=n water-project-cost-sharing=y adoption-of-the-budget-resolution=y physician-fee-freeze=n el-salvador-aid=y religious-groups-in-schools=y anti-satellite-test-ban=n aid-to-nicaraguan-contras=n mx-missile=n immigration=n synfuels-corporation-cutback=y education-spending=n superfund-right-to-sue=n crime=n duty-free-exports=y export-administration-act-south-africa=?
democrat handicapped-infants=y water-project-cost-sharing=n adoption-of-the-budget-resolution=y physician-fee-freeze=n el-salvador-aid=n religious-groups-in-schools=n anti-satellite-test-ban=y aid-to-nicaraguan-contras=y mx-missile=y immigration=n synfuels-corporation-cutback=y education-spending=n superfund-right-to-sue=n crime=n duty-free-exports=y export-administration-act-south-africa=?
republican handicapped-infants=n water-project-cost-sharing=n adoption-of-the-budget-resolution=n physician-fee-freeze=y el-salvador-aid=y religious-groups-in-schools=n anti-satellite-test-ban=n aid-to-nicaraguan-contras=n mx-missile=n immigration=n synfuels-corporation-cutback=n education-spending=y superfund-right-to-sue=y crime=y duty-free-exports=n export-administration-act-south-africa=y
republican handicapped-infants=n water-project-cost-sharing=y adoption-of-the-budget-resolution=n physician-fee-freeze=y el-salvador-aid=y religious-groups-in-schools=y anti-satellite-test-ban=n aid-to-nicaraguan-contras=n mx-missile=n immigration=y synfuels-corporation-cutback=n education-spending=? superfund-right-to-sue=y crime=y duty-free-exports=n export-administration-act-south-africa=n
republican handicapped-infants=n water-project-cost-sharing=? adoption-of-the-budget-resolution=n physician-fee-freeze=y el-salvador-aid=y religious-groups-in-schools=y anti-satellite-test-ban=n aid-to-nicaraguan-contras=n mx-missile=n immigration=n synfuels-corporation-cutback=n education-spending=y superfund-right-to-sue=y crime=y duty-free-exports=n export-administration-act-south-africa=y
democrat handicapped-infants=n water-project-cost-sharing=n adoption-of-the-budget-resolution=y physician-fee-freeze=n el-salvador-aid=n religious-groups-in-schools=y anti-satellite-test-ban=y aid-to-nicaraguan-contras=y mx-missile=y immigration=n synfuels-corporation-cutback=y education-spending=n superfund-right-to-sue=n crime=y duty-free-exports=y export-administration-act-south-africa=y
democrat handicapped-infants=y water-project-cost-sharing=n adoption-of-the-budget-resolution=y physician-fee-freeze=n el-salvador-aid=n religious-groups-in-schools=n anti-satellite-test-ban=y aid-to-nicaraguan-contras=y mx-missile=y immigration=n synfuels-corporation-cutback=n education-spending=n superfund-right-to-sue=n crime=n duty-free-exports=? export-administration-act-south-africa=y
republican handicapped-infants=n water-project-cost-sharing=y adoption-of-the-budget-resolution=n physician-fee-freeze=y el-salvador-aid=y religious-groups-in-schools=y anti-satellite-test-ban=n aid-to-nicaraguan-contras=n mx-missile=n immigration=n synfuels-corporation-cutback=n education-spending=y superfund-right-to-sue=y crime=? duty-free-exports=n export-administration-act-south-africa=y
republican handicapped-infants=n water-project-cost-sharing=y adoption-of-the-budget-resolution=y physician-fee-freeze=y el-salvador-aid=y religious-groups-in-schools=y anti-satellite-test-ban=y aid-to-nicaraguan-contras=n mx-missile=y immigration=y synfuels-corporation-cutback=n education-spending=y superfund-right-to-sue=y crime=y duty-free-exports=n export-administration-act-south-africa=y
republican handicapped-infants=n water-project-cost-sharing=y adoption-of-the-budget-resolution=n physician-fee-freeze=y el-salvador-aid=y religious-groups-in-schools=y anti-satellite-test-ban=n aid-to-nicaraguan-contras=n mx-missile=n immigration=n synfuels-corporation-cutback=n education-spending=y superfund-right-to-sue=y crime=y duty-free-exports=n export-administration-act-south-africa=y
republican handicapped-infants=n water-project-cost-sharing=y adoption-of-the-budget-resolution=n physician-fee-freeze=y el-salvador-aid=y religious-groups-in-schools=y anti-satellite-test-ban=n aid-to-nicaraguan-contras=n mx-missile=y immigration=y synfuels-corporation-cutback=n education-spending=y superfund-right-to-sue=y crime=y duty-free-exports=n export-administration-act-south-africa=y
democrat handicapped-infants=n water-project-cost-sharing=y adoption-of-the-budget-resolution=y physician-fee-freeze=n el-salvador-aid=n religious-groups-in-schools=n anti-satellite-test-ban=y aid-to-nicaraguan-contras=y mx-missile=n immigration=n synfuels-corporation-cutback=y education-spending=n superfund-right-to-sue=n crime=n duty-free-exports=y export-administration-act-south-africa=?
republican handicapped-infants=n water-project-cost-sharing=y adoption-of-the-budget-resolution=n physician-fee-freeze=y el-salvador-aid=y religious-groups-in-schools=y anti-satellite-test-ban=n aid-to-nicaraguan-contras=n mx-missile=n immigration=y synfuels-corporation-cutback=n education-spending=y superfund-right-to-sue=y crime=y duty-free-exports=n export-administration-act-south-africa=y
democrat handicapped-infants=n water-project-cost-sharing=n adoption-of-the-budget-resolution=y physician-fee-freeze=n el-salvador-aid=n religious-groups-in-schools=y anti-satellite-test-ban=y aid-to-nicaraguan-contras=y mx-missile=y immigration=y synfuels-corporation-cutback=n education-spending=y superfund-right-to-sue=n crime=y duty-free-exports=y export-administration-act-south-africa=?
republican handicapped-infants=n water-project-cost-sharing=n adoption-of-the-budget-resolution=n physician-fee-freeze=y el-salvador-aid=y religious-groups-in-schools=y anti-satellite-test-ban=n aid-to-nicaraguan-contras=n mx-missile=n immigration=y synfuels-corporation-cutback=n education-spending=y superfund-right-to-sue=n crime=y duty-free-exports=n export-administration-act-south-africa=y
democrat handicapped-infants=n water-project-cost-sharing=n adoption-of-the-budget-resolution=y physician-fee-freeze=n el-salvador-aid=n religious-groups-in-schools=n anti-satellite-test-ban=y aid-to-nicaraguan-contras=y mx-missile=y immigration=n synfuels-corporation-cutback=n education-spending=n superfund-right-to-sue=n crime=n duty-free-exports=y export-administration-act-south-africa=y
democrat handicapped-infants=y water-project-cost-sharing=n adoption-of-the-budget-resolution=y physician-fee-freeze=n el-salvador-aid=n religious-groups-in-schools=y anti-satellite-test-ban=y aid-to-nicaraguan-contras=y mx-missile=n immigration=n synfuels-corporation-cutback=n education-spending=y superfund-right-to-sue=y crime=n duty-free-exports=n export-administration-act-south-africa=y
democrat handicapped-infants=y water-project-cost-sharing=y adoption-of-the-budget-resolution=y physician-fee-freeze=n el-salvador-aid=n religious-groups-in-schools=n anti-satellite-test-ban=y aid-to-nicaraguan-contras=y mx-missile=? immigration=y synfuels-corporation-cutback=n education-spending=n superfund-right-to-sue=n crime=n duty-free-exports=y export-administration-act-south-africa=?
republican handicapped-infants=n water-project-cost-sharing=n adoption-of-the-budget-resolution=n physician-fee-freeze=y el-salvador-aid=y religious-groups-in-schools=y anti-satellite-test-ban=y aid-to-nicaraguan-contras=n mx-missile=n immigration=y synfuels-corporation-cutback=n education-spending=n superfund-right-to-sue=n crime=y duty-free-exports=y export-administration-act-south-africa=y
republican handicapped-infants=n water-project-cost-sharing=n adoption-of-the-budget-resolution=n physician-fee-freeze=y el-salvador-aid=n religious-groups-in-schools=y anti-satellite-test-ban=y aid-to-nicaraguan-contras=? mx-missile=y immigration=n synfuels-corporation-cutback=n education-spending=y superfund-right-to-sue=y crime=y duty-free-exports=n export-administration-act-south-africa=y
democrat handicapped-infants=y water-project-cost-sharing=n adoption-of-the-budget-resolution=y physician-fee-freeze=n el-salvador-aid=n religious-groups-in-schools=n anti-satellite-test-ban=y aid-to-nicaraguan-contras=y mx-missile=y immigration=y synfuels-corporation-cutback=y education-spending=n superfund-right-to-sue=n crime=y duty-free-exports=y export-administration-act-south-africa=y
republican handicapped-infants=n water-project-cost-sharing=n adoption-of-the-budget-resolution=n physician-fee-freeze=n el-salvador-aid=y religious-groups-in-schools=y anti-satellite-test-ban=y aid-to-nicaraguan-contras=n mx-missile=n immigration=n synfuels-corporation-cutback=n education-spending=? superfund-right-to-sue=n crime=y duty-free-exports=y export-administration-act-south-africa=y
